explanation,token_count,length_bin,group,llm_likeness
Players attempting to stop there opponent is playing rugby.,9,06-10,old_human,0.7287064151048567
Kids are playing and referencing on an inflatable raft.,9,06-10,old_human,0.7745656528152753
Business and street clothes are different attires.,7,06-10,old_human,0.10050861358723981
He cannot be well dressed if he is naked.,9,06-10,old_human,0.008610335610616894
An employee standing at the computer must be indoors.,9,06-10,old_human,0.16698461193733058
Swimming in a pool does not require a race.,9,06-10,old_human,0.09804774805017347
There are both a man that talks to a performer.,10,06-10,old_human,0.32313982299805194
The woman doesn't have to be thin or brunette,10,06-10,old_human,0.01675436065637365
Every person is not a man.,6,06-10,old_human,0.05483079370042005
A man cannot be sitting and running simultaneously,8,06-10,old_human,0.023157039465172016
Is hitting is a rephrasing of hitting.,7,06-10,old_human,0.04697900056165821
One must be outside in order to be chopping wood.,10,06-10,old_human,0.02512530008860985
The man might not be playing for money.,8,06-10,old_human,0.11560929454873002
Bike riding is different from practicing with horses.,8,06-10,old_human,0.21820180897297928
People wear scarves when there is not snow outside.,9,06-10,old_human,0.10766703662407949
A lady cooks while people watch.,6,06-10,old_human,0.6596448591889259
The man cannot be both walking and laying down simultaneously,10,06-10,old_human,0.020176455733906463
The women can't be both sitting and walking.,9,06-10,old_human,0.01930620498751845
The people are either standing or sitting on the sand.,10,06-10,old_human,0.2710564726506715
You can not infer they are young.,7,06-10,old_human,0.006706775407682301
Man in green shirt is man in shirt.,8,06-10,old_human,0.818190802953466
Standing on steps is a form of standing.,8,06-10,old_human,0.1570918428911478
Defying gravity as she performs is a woman.,8,06-10,old_human,0.34403544246476436
The pedicure can't be a manicure.,7,06-10,old_human,0.0007679566806331428
Three performers wearing lace costumes looking Gorgeous!!!,7,06-10,old_human,0.8241316496392148
You can not infer he earns his keep.,8,06-10,old_human,0.015594167667762645
The river is not necessarily wild.,6,06-10,old_human,0.012230864062878585
The man performs by playing the accordion.,7,06-10,old_human,0.8811765863197341
You can not infer he is being tortured.,8,06-10,old_human,0.0037168115637638585
You can not infer he is going to the airport.,10,06-10,old_human,0.0299274530434631
You can not infer he is good.,7,06-10,old_human,0.003863987956659719
audience doesn't mean in front,6,06-10,old_human,0.0490206093548416
You can not infer it's for a tournament.,9,06-10,old_human,0.019510090659508164
You can not infer the singer is paid.,8,06-10,old_human,0.029508528976115306
Three musicians are a trio of musicians.,7,06-10,old_human,0.621285122120355
Children are kids. Embracing is a form of hugging.,9,06-10,old_human,0.14295557697142453
There can be either a boy or a girl.,9,06-10,old_human,0.011947753288361321
The group had beer as their beverage.,7,06-10,old_human,0.7785578133344065
Two giant statues are two large objects.,7,06-10,old_human,0.7032881533250783
"A white, blue, pink or yellow blanket cannot be black.",10,06-10,old_human,0.05004126845656843
Two cars are racing each other.,6,06-10,old_human,0.7658751841565611
Kicking a soccer ball is not getting filthy.,8,06-10,old_human,0.10501429192816193
Above his head implies off the ground.,7,06-10,old_human,0.41335842330876654
The subject is either two men or two women.,9,06-10,old_human,0.21738654878175226
You can not infer they are napping.,7,06-10,old_human,0.00430352173853905
The man is speaking because he is talking.,8,06-10,old_human,0.3336915243253577
A person can not be a man and a woman.,10,06-10,old_human,0.005435046385456178
The dog would not be growling if it is happy.,10,06-10,old_human,0.008154095719140256
You can not infer the dog is black.,8,06-10,old_human,0.03415249412821891
Each and every karate move may not be considered complicated.,10,06-10,old_human,0.013067351718543388
People can't be working while swimming.,7,06-10,old_human,0.03597017487750588
street means outside which means he is outside,8,06-10,old_human,0.04626519764106648
The women are not necessarily wearing hats.,7,06-10,old_human,0.06538200290972947
A couple usually refers to people; streets are outside.,9,06-10,old_human,0.19794472834815022
Sand is located on the beach.,6,06-10,old_human,0.5442295180374043
You can not infer her husband left.,7,06-10,old_human,0.03646772689930712
"Two young ladies are two woman, and street implies outside.",10,06-10,old_human,0.33321625899370305
Three women are a group of women.,7,06-10,old_human,0.704318446617857
Either the people are sleeping or playing,7,06-10,old_human,0.21150016340307282
You can not infer she is a good surfer.,9,06-10,old_human,0.011259193549270076
"Viewing means look, and lettuce is a kind of produce.",10,06-10,old_human,0.054133557222680026
A man performing must be a performer.,7,06-10,old_human,0.12556819309245804
The event doesn't have to be a talent show.,10,06-10,old_human,0.0829274731178661
A man and a woman are two different genders.,9,06-10,old_human,0.18421706117373035
Dental examination can be done without cavity filling.,8,06-10,old_human,0.01095719122097222
"""Closes in on"" implies that the lioness is awake.",9,06-10,old_human,0.05848299896389467
A man who wears a shirt is dressed in it.,10,06-10,old_human,0.5833964963493913
Either the guys are carrying a skateboard or bicycles.,9,06-10,old_human,0.23096487219147135
Persons without arms cannot throw snowballs,6,06-10,old_human,0.1361710887077305
Men cannot be boxing and talking at the same time.,10,06-10,old_human,0.008572574272796845
You can not infer they are running a marathon.,9,06-10,old_human,0.012332331563063676
The one woman and two men are not four females.,10,06-10,old_human,0.20086140503185873
You can not infer they are riding a bike.,9,06-10,old_human,0.009586886592524355
One cannot be sitting and walking at the same time.,10,06-10,old_human,0.0035011470165071602
The people cannot be playing basketball and eating lunch simultaneously.,10,06-10,old_human,0.07639685299941057
It is either a dog or a man.,8,06-10,old_human,0.02530039134855473
There are both men selling food on the sidewalk.,9,06-10,old_human,0.6274702403410446
A woman can squint without reading outside.,7,06-10,old_human,0.1486603690851528
During a sports jump a man's glasses fall off.,10,06-10,old_human,0.8839744401126572
Windbreakers and vests are not safety gear.,7,06-10,old_human,0.041885578016382964
A bike is not a car.,6,06-10,old_human,0.01554763296023142
Three children can be rephrased to kids.,7,06-10,old_human,0.07735759892617765
Not all skiers wear a cap.,6,06-10,old_human,0.016578792926816004
A lioness is preying on its prey.,7,06-10,old_human,0.6090780505580489
A little boy is not a girl.,7,06-10,old_human,0.10244119778451172
A group of children are not called men.,8,06-10,old_human,0.12989838207978568
Hula grass skirts are not jogging clothes.,7,06-10,old_human,0.12158603432983711
The fans are at a sporting event.,7,06-10,old_human,0.7474389900385272
People can´t be walking and sitting simultaneously,8,06-10,old_human,0.015836410592608405
It's either dogs or cats.,6,06-10,old_human,0.05441490456159101
The woman may not be necessarily tall.,7,06-10,old_human,0.01127811679669632
You can not infer they are behind their home.,9,06-10,old_human,0.016883176850987325
People are riding the escalator looking outside.,7,06-10,old_human,0.8370974141060585
Not having a good time versus laughing.,7,06-10,old_human,0.286739062022675
Not all the children are happy,6,06-10,old_human,0.07318428054916504
The people are not necessarily waiting at a bus stop.,10,06-10,old_human,0.1042096349897747
Meetings take place in many situations besides over lunch.,9,06-10,old_human,0.6568990472483819
Re creation of an old art is not original work.,10,06-10,old_human,0.12467895086822577
Perform animal ballons isn't necessarily for kids.,8,06-10,old_human,0.14997573174818157
You can not infer he dropped.,6,06-10,old_human,0.009041322998037298
A woman cannot be sitting and standing simultaneously.,8,06-10,old_human,0.02118535598549004
Women sitting together does not imply best friends.,8,06-10,old_human,0.05816506055804317
People generally don't watch TV while outside.,8,06-10,old_human,0.49741219673596176
You can not infer they are having a meeting.,9,06-10,old_human,0.015646993418279603
Playing doctor is pretending to be a doctor.,8,06-10,old_human,0.28682776048827974
Sea and ocean are different bodies of water,8,06-10,old_human,0.05778222561533693
"The group cannot simultaneously be men and ""woman"" (women)",9,06-10,old_human,0.10442869977840603
A field near a mountains is going to be outdoors.,10,06-10,old_human,0.3021890674843253
A skateboarder does a trick means a person skate boarding.,10,06-10,old_human,0.25546145548757465
He may have bad biking form.,6,06-10,old_human,0.14857400848788765
The second sentence explains the train is a scale model,10,06-10,old_human,0.3312009742820031
There are two guys.  One is wearing a red jacket.,10,06-10,old_human,0.5188512809244769
"If the boys jump in the air, they have jumped",10,06-10,old_human,0.2717556053451612
Not all people inside stores are shopping.,7,06-10,old_human,0.08156156663592125
The woman  is setting up a camera in both situations.,10,06-10,old_human,0.5555600149349174
You can not infer he is looking for survivors.,9,06-10,old_human,0.01035515721012689
"Either, it is a group of four children or adults.",10,06-10,old_human,0.11012908009582636
Being surrounded by snow is a rephrasing of in snow.,10,06-10,old_human,0.11988238816140889
"Man is guy, and riding is sitting.",7,06-10,old_human,0.49441419024002503
The group cannot simultaneously be people and dogs,8,06-10,old_human,0.07861663633152824
A soccer ball is not a cat.,7,06-10,old_human,0.06694847196691402
Women are looking the books on table.,7,06-10,old_human,0.8176541745178779
"Seven individuals are people, and inflatable boat is raft.",9,06-10,old_human,0.23648479676501863
You can not infer the child is swimming.,8,06-10,old_human,0.02810567783806633
The man cannot jumps and sits at the same time.,10,06-10,old_human,0.07429307797291533
A football is a different item than a yoyo.,9,06-10,old_human,0.028763013823310608
"""Leash is held"" is a rephrase of ""holding a leash.""",10,06-10,old_human,0.349672497994136
"""Boy is walking"" is a rephrasing of ""boy walks"".",9,06-10,old_human,0.13129273603982064
You can not infer it's a sibling.,8,06-10,old_human,0.009261933131479041
You can not infer they are screaming.,7,06-10,old_human,0.0046515691718255715
Xylophonists is someone who plays a xylophone.,7,06-10,old_human,0.369726768222222
Sitting on a floor does not imply wearing jeans.,9,06-10,old_human,0.018143013806772385
A man carrying a fallen branch is definitely outside.,9,06-10,old_human,0.5157772088053654
Looking is a rephrasing of look,6,06-10,old_human,0.029360588037724202
"The person, that is behind the counter, is a man.",10,06-10,old_human,0.38315458799438884
An animal cannot be a cat and a dog.,9,06-10,old_human,0.04817112592594373
Two men are laughing and enjoying a nice weather day.,10,06-10,old_human,0.7329125958483187
There is no indication that the headscarf was a gift,10,06-10,old_human,0.18945803487070353
Large rocks implies surface of the earth.,7,06-10,old_human,0.25663621025238775
The dog is either yellow or black.,7,06-10,old_human,0.13502427893779978
The woman is either skateboarding or riding a unicycle.,9,06-10,old_human,0.13258541564514414
One is either tired or full of energy.,8,06-10,old_human,0.03321883095929663
The man is either wearing or holding the newspaper.,9,06-10,old_human,0.2902022301062582
Chasing a ball is the general essence of soccer.,9,06-10,old_human,0.4351667568491823
The man may or may not be tall.,8,06-10,old_human,0.019319456413565153
You can not infer the human is large.,8,06-10,old_human,0.039611873085302306
daddy  doesn't always mean old,6,06-10,old_human,0.03381344028182143
"Woman holding a tool, that happens to be a hammer.",10,06-10,old_human,0.11756391750253482
The woman giving out papers to childern,7,06-10,old_human,0.7947339941834669
Men and a woman prepare to help a skier.,9,06-10,old_human,0.5891205393491855
Different is a synonym for seperate.,6,06-10,old_human,0.054152517931551895
"A pickaxe is a tool, therefore the man has tools.",10,06-10,old_human,0.5803970011729935
Barrels and metal pans aren't inherently food containers.,9,06-10,old_human,0.3353263389503571
Children don't necessarily play in the water at camp.,10,06-10,old_human,0.5716368736775085
Smiling is a paraphrase of smiles are their faces.,9,06-10,old_human,0.43510952853314844
There can either be two or three women.,8,06-10,old_human,0.0326034095630935
A male can't be a woman.,7,06-10,old_human,0.018570309565740534
Playing drums and singing are two different actions.,8,06-10,old_human,0.1558267889753442
A celebration does not mean it is New Years Eve.,10,06-10,old_human,0.04096571502588438
It is implied that the graffiti-filled stairs are outside.,10,06-10,old_human,0.23329575009623124
The boys either sit or jump.,6,06-10,old_human,0.17240478008545707
A busy street is a street alive with activity.,9,06-10,old_human,0.5480954678237392
Two men boxing in fighting arena are two men boxing.,10,06-10,old_human,0.79118730863348
The people couldn't be sitting while practicing square-dancing.,10,06-10,old_human,0.27965973504468483
The man glances over and it is not a battle,10,06-10,old_human,0.0566899167605088
The person can not be blond and dark haired simultaneously.,10,06-10,old_human,0.012102301709912206
"""Businessman walking"" has the same meaning as businessman is walking.",10,06-10,old_human,0.2046206442835929
