premise,hypothesis,label,label_name,explanation
"A man in a lawn chair gives a small boy a hug and kiss, while another small boy in a yellow shirt plays in the sand with his toys.",A man in a lawn chair gives a small boy a hug and kiss,0,entailment,"The hypothesis conflicts with the premise. The premise states A boy in a blue shirt is posing in front of an igloo type building with, which contradicts the claim that A boy is posing in front of niagra falls."
A man with no shirt sits on a rock in front of a blue building with a tin roof.,A woman with no shirt sits on a rock in front of a blue building with a tin roof.,2,contradiction,The hypothesis is supported by the premise: A woman in a green shirt is working on a horse's hoof. This is consistent with the claim that A lady is working on an animal.
A young woman and an older man are making food at a street market.,Two people are cooking food at a market to sell.,1,neutral,"The premise gives related context (A group of people posing for a picture with the sun behind them), but it does not provide enough evidence to confirm or deny that the people are taking pictures."
A man holds a baby in a house while a blond child looks at the camera.,A woman is holding a bunny rabbit.,2,contradiction,"The premise gives related context (A younger child wearing a red sweater showing us whats in his hand), but it does not provide enough evidence to confirm or deny that The child is showing us the toy truck."
A woman leads a toddler and dog on an uphill climb through a meadow.,The lady has ice in her veins.,2,contradiction,"The premise gives related context (A man with a white camp is standing on a platform in front of a large), but it does not provide enough evidence to confirm or deny that A man is giving a speech on a platform."
A man in a red jacket shades the sun from his eyes on a busy street.,a man is walking down the street at night.,2,contradiction,"The hypothesis conflicts with the premise. The premise states A man with curly hair is sleeping, which contradicts the claim that A completely bald man is taking a nap."
Three scouts are on top of a cliff overlooking the ocean.,The boy scouts are on an expedition.,1,neutral,"The premise gives related context (Two women are walking on a narrow piece of wood), but it does not provide enough evidence to confirm or deny that Two woman balance on wood."
A young woman is holding a man's arm.,"A Vietnam War veteran is bent over, clutching both of his ankles.",2,contradiction,"The premise gives related context (A mother is smiling as her son and her are about to eat a meal together), but it does not provide enough evidence to confirm or deny that the mother is asking her son how his day was."
Shoppers look for Christmas gifts at Harrod's department store.,The shoppers are at the store.,0,entailment,The hypothesis is supported by the premise: Five people sitting down. This is consistent with the claim that People are sitting.
A bride and groom are holding hands at a wedding ceremony.,A couple is at their wedding.,0,entailment,"The premise gives related context (A fair skinned woman with dark hair wears a pair of large dark sunglasses crimson lipstick), but it does not provide enough evidence to confirm or deny that A woman is getting dressed."
